Population size: 1000	Vaccination Percentage: 0.1	Virus Sniffles	Mortality Rate: 0.12	Basic Reproduction Number: 0.5
Step <person.Person object at 0x1046e7c10>: Interactions: <person.Person object at 0x1046ff710>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ff090>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fa950>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f6ad0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046f5dd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046fc6d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d90>: Interactions: <person.Person object at 0x1046ff590>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704110>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9210>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff710>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f91d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4710>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fc050>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa350>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5450>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fb790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f49d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa1d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fb5d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa050>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa490>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f8cd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f6b10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4a10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fd890>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f8f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4990>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5e90>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f6750>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9610>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fdf50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705110>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fed10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f6890>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f53d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9750>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa810>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9e50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5750>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705690>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff850>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4d10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fb0d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704110>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705ad0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4fd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f6990>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9250>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fcdd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fc7d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f43d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705690>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f6c10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5ed0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fc550>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff110>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fb310>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff110>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f9750>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fe790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5c50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff9d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fd790>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fc910>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104705cd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fb050>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704150>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa5d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046feb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff890>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5f10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704bd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704d10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5290>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f7050>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fc990>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fe150>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff050>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ff550>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fd090>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x104704210>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fcc50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5dd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046ffa50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f5850>, New Infections: New Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fe350>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fad10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fcb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046fa610>, New Infections: No Infection
Step <person.Person object at 0x1046e7c50>: Interactions: <person.Person object at 0x1046f4810>, New Infections: No Infection
Step 0: Interactions: 0, New Infections: 448
